control_file,command,command_pattern,value_pattern,solver,is_legacy,source_url,source_page
TCF,Grid Format,Grid Format,[ ASC | FLT | {TIF} | GPKG | NC | TGO | WRR ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfGridFormat,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Grid Output Cell Size,Grid Output Cell Size,[ ⟨ grid_cell_size ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfGridOutputCellSize,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Grid Output Origin,Grid Output Origin,[ {AUTOMATIC} | MODEL ORIGIN ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfGridOutputOrigin,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Groundwater Blend Threshold,Groundwater Blend Threshold,[ ⟨ float ⟩ | {0.9} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfGroundwaterBlendThreshold,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Hardware,Hardware,[ {CPU} | GPU ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHardware,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HEC-DSS Start Date,HEC-DSS Start Date,[ ⟨ value ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHEC-DSSStartDate,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HPC Thin Weir Parameters,HPC [Thin | Thick] Weir Parameters,"[ ⟨ Cd ⟩, ⟨ Ex ⟩, ⟨ a ⟩, ⟨ b ⟩ ]",HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHPCWeirParameters,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HPC Thick Weir Parameters,HPC [Thin | Thick] Weir Parameters,"[ ⟨ Cd ⟩, ⟨ Ex ⟩, ⟨ a ⟩, ⟨ b ⟩ ]",HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHPCWeirParameters,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HPC 1D Synchronisation,HPC 1D Synchronisation,[ {MAXIMISE 1D TIMESTEP} | EVERY 2D TIMESTEP] | [{10 ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHPC1DSynchronisation,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HPC Boundary Approach,HPC Boundary Approach,[ Method A | Method B | {Method C} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHPCBoundaryApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HPC Device Split,HPC Device Split,"[ ⟨ value1, value2, … ⟩ ]",HPC Only (non Quadtree),false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHPCDeviceSplit,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HPC DP Check,HPC DP Check,[ {ERROR} | OFF ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHPCDPCheck,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HPC dt Write Interval,HPC dt Write Interval,[ ⟨ number of timesteps ⟩ | {⟨ Screen/Log Display Interval ⟩} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHPCdtWriteInterval,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HPC HQ Boundary Approach,HPC HQ Boundary Approach,[ CELL | {TOTAL} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHPCHQBoundaryApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HPC HQ Boundary Filter Constant,HPC HQ Boundary Filter Constant,[ {1} | ⟨ float ⟩ ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHPCHQBoundaryFilterConstant,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HPC Infiltration Drying Approach,HPC Infiltration Drying Approach,[ Method A | Method B ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHPCInfiltrationDryingApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HPC Mannings Depth Approach,HPC Mannings Depth Approach,[ Method A | {Method B} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHPCManningsDepthApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HPC Restart Geometry,HPC Restart Geometry,[ Restart File | {TGC} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHPCRestartGeometry,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HPC SX Momentum Approach,HPC SX Momentum Approach,[ Method A | Method B ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHPCSXMomentumApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HPC Temporal Scheme,HPC Temporal Scheme,[ 1 | 2 | {4} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHPCTemporalScheme,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HPC Weir Approach,HPC Weir Approach,[ Method A | Method B | {Method B Energy} ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHPCWeirApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HQ Boundary Approach,HQ Boundary Approach,[ METHOD A | METHOD B | {METHOD C} ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHQBoundaryApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HR Grid Output Cell Size,HR Grid Output Cell Size,[ <distance> ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHRGridOutputCellSize,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HR Grid Output Use Face Elevations,HR Grid Output Use Face Elevations,[ {ON} | OFF ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHRGridOutputUseFaceElevations,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HR Interpolation Approach,HR Interpolation Approach,[ Method A | Method B | Method C ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHRInterpolationApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HR Thin Z Line Output Adjustment,HR Thin Z Line Output Adjustment,[ OFF | {ON CELL SIDES} | ON ALIGNMENT ],HPC Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHRThinZLineOutputAdjustment,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HX Force Weir Equation,HX Force Weir Equation,[ ON | {OFF} | ⟨ value ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHXForceWeirEquation,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,HX ZC Check,HX ZC Check,[ {ON} | OFF ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfHXZCCheck,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,If Event,If Event,[ ⟨ e1 ⟩ | ⟨ e2 ⟩ | ⟨ e3 ⟩ | … ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfIfEvent,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,If Scenario,If Scenario,[ ⟨ s1 ⟩ | ⟨ s2 ⟩ | ⟨ s3 ⟩ | … ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfIfScenario,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Index 1D2D Links,Index 1D2D Links,[ {ON} | OFF ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfIndex1D2DLinks,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Input Drive,Input Drive,[ ⟨ drive_letter ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfInputDrive,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Inside Region,Inside Region,[ METHOD A | {METHOD B} ],Classic and HPC,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfInsideRegion,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Instability Water Level,Instability Water Level,[ {see_below} | ⟨ value ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfInstabilityWaterLevel,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Latitude,Latitude,[ {0} | ⟨ value_in_degrees_from_equator ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfLatitude,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Layered FLC Default Approach,Layered FLC Default Approach,[ METHOD A | {METHOD B} | METHOD C | METHOD D ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfLayeredFLCDefaultApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Line Cell Selection,Line Cell Selection,[ METHOD A | METHOD C | {METHOD D} ],Classic and HPC,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfLineCellSelection,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Link 2D2D Adjust Velocity Head,Link 2D2D Adjust Velocity Head,[ [{0} | ⟨ value ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfLink2D2DAdjustVelocityHead,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Link 2D2D Approach,Link 2D2D Approach,[ METHOD A | METHOD B | METHOD C | {Method D} ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfLink2D2DApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Link 2D2D Distribute Flow,Link 2D2D Distribute Flow,[ {ON} | OFF ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfLink2D2DDistributeFlow,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Link 2D2D Global Stability Factor,Link 2D2D Global Stability Factor,[ {1.0} | ⟨ value ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfLink2D2DGlobalStabilityFactor,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Log Folder,Log Folder,[ ⟨ folder ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfLogFolder,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Map Cutoff Depth,Map Cutoff Depth,[ {0.0} | ⟨ value_in_m ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMapCutoffDepth,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Map Cutoff SGS,Map Cutoff SGS,[ Average | {Exact} | Median | Minimum | Percentile ],HPC Only,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMapCutoffSGS,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Map Cutoff Vector,Map Cutoff Vector,[ {ON} | OFF ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMapCutoffVector,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Map Output Corner Interpolation,Map Output Corner Interpolation,[ METHOD A | METHOD B | {METHOD C} ],Classic and HPC,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMapOutputCornerInterpolation,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Map Output Data Types,Map Output Data Types,[ {h V} | ⟨ data_types ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMapOutputDataTypes,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Map Output Entire Model,Map Output Entire Model,[ {ON} | OFF ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMapOutputEntireModel,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Map Output Format,Map Output Format,[ {XMDF} | ⟨ formats ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMapOutputFormat,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Map Output Interval,Map Output Interval,[ ⟨ time_in_seconds ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMapOutputInterval,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Mass Balance Corrector,Mass Balance Corrector,[ ON | {OFF} ],Classic Only,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMassBalanceCorrector,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Mass Balance Output,Mass Balance Output,[ {ON} | OFF ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMassBalanceOutput,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Mass Balance Output Interval,Mass Balance Output Interval,[ ⟨ time_in_seconds ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMassBalanceOutputInterval,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Maximum 1D Channels,Maximum 1D Channels,[ ⟨ mchan ⟩ | {100000} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMaximum1DChannels,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Maximum Courant Number,Maximum Courant Number,[ ⟨ Cr_max ⟩ ],Classic Only,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMaxCourantNumber,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Maximum Points,Maximum Points,[ ⟨ mp ⟩ | {500000} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMaximumPoints,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Maximum Velocity Cutoff Depth,Maximum Velocity Cutoff Depth,[ ⟨ y ⟩ | {0.1} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMaximumVelocityCutoffDepth,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Maximum Vertices,Maximum Vertices,[ ⟨ mp ⟩ | {100000} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMaximumVertices,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Maximums and Minimums,Maximums and Minimums,[ ON | OFF | {ON MAXIMUMS ONLY} ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMaximumsandMinimums,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Maximums and Minimums Only for Grids,Maximums and Minimums Only for Grids,[ ON | {OFF} ],Classic and HPC,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMaximumsandMinimumsOnlyforGrids,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Maximums and Minimums Time Series,Maximums and Minimums Time Series,[ {ON} | OFF ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMaximumsandMinimumsTimeSeries,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Maximums Approach,Maximums Approach,[ Method A | {Method B} ],HPC Only,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMaximumsApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Maximums Start Track Time,Maximums Start Track Time,[ ⟨ time in hours ⟩ ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMaximumsStartTrackTime,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Maximums Track Time,Maximums Track Time,[ {OFF} | ON | OFF Completely | Velocity ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMaximumsTrackTime,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Meshparts,Meshparts,[ ON | {OFF} ],Classic Only,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMeshparts,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,MI Projection,MI Projection,[ ⟨ .mif file ⟩ | Projection_line_from_MIF_file ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMIProjection,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,MI Projection Check Ignore Bounds,MI Projection Check Ignore Bounds,[ {OFF} | ON ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfMIProjectionIgnoreBounds,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Model Events,Model Events,[ ⟨ e1 ⟩ | ⟨ e2 ⟩ | ⟨ e3 ⟩… ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfModelEvents,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Model Output Zones,Model Output Zones,[ ⟨ oz_name_1 ⟩ | ⟨ oz_name_2 ⟩ | ….. ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfModelOutputZones,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Model Platform,Model Platform,[ w32 | w64 ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfModelPlatform,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Model Precision,Model Precision,[ SINGLE | DOUBLE ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfModelPrecision,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Model Scenarios,Model Scenarios,[ ⟨ s1 ⟩ | ⟨ s2 ⟩ | ⟨ s3 ⟩ | … ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfModelScenarios,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Model TUFLOW Build,Model TUFLOW Build,[ ⟨ build ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfModelTUFLOWBuild,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Model TUFLOW Release,Model TUFLOW Release,[ ⟨ release ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfModelTUFLOWRelease,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,Negative Depth Approach,Negative Depth Approach,[ Method A | {Method B} ],Classic Only,true,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfNegativeDepthApproach,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,NetCDF Output Compression,NetCDF Output Compression,[ OFF | {ON} | ⟨ level ⟩ ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfNetCDFOutputCompression,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,NetCDF Output Direction,NetCDF Output Direction,[ {ANGLE} | BEARING ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfNetCDFOutputDirection,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,NetCDF Output Format,NetCDF Output Format,[ {Generic} | FEWS ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfNetCDFOutputFormat,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
TCF,NetCDF Output Start Date,NetCDF Output Start Date,[ {2000-01-01 00:00} | OFF | ],Classic and HPC,false,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html#tcfNetCDFOutputStartDate,https://docs.tuflow.com/classic-hpc/manual/2023-03/TCFCommands-1.html
